unique_top_cov	unique_bot_cov	redundant_top_cov	redundant_bot_cov	raw_redundant_top_cov	raw_redundant_bot_cov	e_value	position
6	5	0	0	0	0	34.1305	1
6	5	0	0	0	0	37.0072	2
6	5	0	0	0	0	35.0867	3
6	5	0	0	0	0	27.0402	4
6	5	0	0	0	0	28.3138	5
6	5	0	0	0	0	35.2235	6
6	5	0	0	0	0	32.9006	7
6	5	0	0	0	0	30.731	8
6	5	0	0	0	0	34.7033	9
6	5	0	0	0	0	30.3205	10
6	5	0	0	0	0	37.0421	11
6	5	0	0	0	0	35.1773	12
6	5	0	0	0	0	36.7111	13
6	5	0	0	0	0	37.0909	14
6	5	0	0	0	0	35.1347	15
6	5	0	0.333333	0	1	33.1188	16
6	5	0	0.333333	0	1	30.7861	17
6	4	0	0.333333	0	1	29.1308	18
6	5	0	0.333333	0	1	25.6417	19
6	5	0	0.333333	0	1	28.8525	20
6	5	0	0.333333	0	1	26.144	21
5	5	0	0.333333	0	1	29.2008	22
5	5	0	0.333333	0	1	32.9908	23
5	5	0	0.333333	0	1	31.2363	24
5	5	0	0.333333	0	1	26.7343	25
5	5	0	0.333333	0	1	28.4159	26
5	4	0	0.333333	0	1	27.5238	27
5	5	0	0.666667	0	2	28.2032	28
5	5	0	0.666667	0	2	23.2879	29
5	5	0	0.666667	0	2	23.2896	30
3	5	0	0.666667	0	2	21.9926	31
3	5	0	0.666667	0	2	21.9926	32
3	5	0	0.666667	0	2	19.8536	33
3	5	0	0.666667	0	2	23.3531	34
3	5	0	0.666667	0	2	22.0345	35
3	6	0	0.666667	0	2	22.0793	36
4	6	0.333333	0.666667	1	2	25.8142	37
4	6	0.333333	0.666667	1	2	30.4369	38
4	6	0.333333	0.666667	1	2	29.6113	39
4	6	0.333333	0.666667	1	2	31.0312	40
4	6	0.333333	0.666667	1	2	20.5679	41
4	6	0.333333	0.666667	1	2	30.3486	42
4	6	0.333333	0.666667	1	2	30.9475	43
4	6	0.333333	0.666667	1	2	30.9475	44
4	6	0.333333	0.666667	1	2	18.5364	45
4	6	0.333333	0.666667	1	2	31.2613	46
4	6	0.333333	0.666667	1	2	30.9475	47
5	6	0.333333	0.666667	1	2	29.4798	48
5	6	0.333333	0.666667	1	2	30.926	49
5	6	0.333333	0.666667	1	2	30.7801	50
5	6	0.333333	0.666667	1	2	31.2472	51
6	6	0.333333	0.666667	1	2	25.616	52
6	6	0.333333	0.666667	1	2	27.6816	53
6	6	0.333333	0.666667	1	2	39.0708	54
6	6	0.333333	0.666667	1	2	35.5477	55
6	6	0.333333	0.333333	1	1	30.6565	56
6	5	0.333333	0.333333	1	1	15.0844	57
6	5	0.333333	0.333333	1	1	35.1879	58
6	5	0.333333	0.333333	1	1	32.7905	59
6	5	0.333333	0.333333	1	1	35.0535	60
7	5	0.333333	0.333333	1	1	35.1978	61
7	5	0.333333	0.333333	1	1	37.3457	62
7	5	0.333333	0.333333	1	1	38.9244	63
7	5	0.333333	0.333333	1	1	32.7498	64
7	5	0.333333	0.333333	1	1	34.4493	65
7	5	0.333333	0.333333	1	1	36.0265	66
7	5	0.333333	0	1	0	36.3497	67
7	5	0.333333	0	1	0	37.3267	68
7	5	0.333333	0	1	0	37.412	69
7	5	0.333333	0	1	0	37.4647	70
7	5	0.333333	0	1	0	22.3791	71
8	5	0.333333	0	1	0	35.6963	72
8	5	0.333333	0	1	0	38.8559	73
8	5	0.333333	0	1	0	30.3959	74
8	5	0.333333	0	1	0	41.1545	75
8	5	0.333333	0	1	0	37.9871	76
8	5	0.333333	0	1	0	39.111	77
8	5	0	0	0	0	37.7511	78
8	5	0	0	0	0	40.6485	79
8	5	0	0	0	0	37.0123	80
7	5	0	0	0	0	34.9785	81
7	5	0	0	0	0	36.161	82
7	5	0	0	0	0	31.248	83
8	5	0	0	0	0	34.8843	84
8	5	0	0	0	0	35.1708	85
8	5	0	0	0	0	33.0344	86
8	5	0	0	0	0	36.9209	87
8	5	0	0	0	0	39.5397	88
8	5	0	0	0	0	36.9352	89
8	5	0	0	0	0	37.4265	90
8	4	0	0	0	0	38.8662	91
8	4	0	0	0	0	37.6452	92
8	4	0	0	0	0	38.9929	93
8	4	0	0	0	0	38.768	94
8	5	0	0	0	0	32.4531	95
8	5	0	0	0	0	42.7582	96
8	5	0	0	0	0	37.2212	97
8	5	0	0	0	0	42.4355	98
8	5	0	0	0	0	37.2672	99
8	6	0	0	0	0	38.5903	100
8	6	0	0	0	0	46.6975	101
8	6	0	0	0	0	42.6944	102
7	6	0	0	0	0	36.1441	103
7	6	0	0	0	0	42.6987	104
7	6	0	0	0	0	43.6979	105
7	6	0	0	0	0	36.1031	106
7	6	0	0	0	0	36.6072	107
7	6	0	0.5	0	1	40.7323	108
7	6	0	0.5	0	1	40.2958	109
7	6	0	0.5	0	1	41.0696	110
6	6	0	0.5	0	1	27.9953	111
7	6	1	0.5	2	1	38.8458	112
7	6	1	0.5	2	1	44.9817	113
7	6	1	0.5	2	1	44.1654	114
7	6	1	0.5	2	1	44.1922	115
7	6	1	0.5	2	1	37.0762	116
7	6	1	0.5	2	1	41.1348	117
7	6	1.5	0.5	3	1	45.0481	118
7	6	1.5	0.5	3	1	29.964	119
7	7	1.5	0.5	3	1	43.3996	120
7	7	1.5	0.5	3	1	44.821	121
7	7	1.5	0.5	3	1	47.9155	122
8	7	1.5	0.5	3	1	39.6946	123
8	7	1.5	0.5	3	1	46.8563	124
8	7	1.5	0.5	3	1	37.8702	125
8	7	1.5	0.5	3	1	32.0209	126
8	7	1.5	0.5	3	1	41.0427	127
8	7	1.5	0.5	3	1	34.1679	128
6	7	1.5	0.5	3	1	33.7033	129
6	7	1.5	0.5	3	1	35.726	130
6	7	1.5	0.5	3	1	36.7725	131
6	6	1.5	0.5	3	1	36.2315	132
6	6	1.5	0.5	3	1	36.4781	133
6	6	1.5	0.5	3	1	36.0288	134
6	6	1.5	0.5	3	1	31.5702	135
6	6	1.5	1	3	2	41.022	136
6	6	1.5	1	3	2	35.8264	137
6	6	1.5	1.5	3	3	40.6565	138
6	6	1.5	1.5	3	3	38.7824	139
6	6	1.5	1.5	3	3	34.9847	140
6	6	1.5	1.5	3	3	31.4527	141
6	5	1.5	1.5	3	3	32.0893	142
6	5	1.5	1.5	3	3	33.0007	143
6	5	1.5	1.5	3	3	35.2946	144
6	5	1.5	1.5	3	3	33.8934	145
6	5	1.5	1.5	3	3	37.0729	146
6	5	1.5	1.5	3	3	36.7111	147
6	5	1.5	1.5	3	3	24.9858	148
8	5	1.5	1.5	3	3	34.7216	149
9	5	1.5	1.5	3	3	35.102	150
9	5	1.5	1.5	3	3	38.4652	151
9	5	1.5	1.5	3	3	46.1364	152
9	5	1.5	1.5	3	3	47.3025	153
9	5	1.5	1.5	3	3	40.6	154
9	6	1.5	1.5	3	3	41.0343	155
10	6	1.5	1.5	3	3	42.7105	156
9	6	1.5	1.5	3	3	34.6759	157
9	6	1.5	1.5	3	3	36.2219	158
10	6	1.5	1.5	3	3	52.2382	159
10	6	1.5	1.5	3	3	56.821	160
10	6	1	1.5	2	3	56.6087	161
10	6	1	1.5	2	3	55.2963	162
10	6	1	1.5	2	3	49.1502	163
10	6	1	1.5	2	3	54.8545	164
10	6	1	1.5	2	3	42.0453	165
10	6	1	1.5	2	3	37.3852	166
10	6	1	1.5	2	3	54.944	167
10	6	1	1.5	2	3	56.9345	168
10	6	1	1.5	2	3	51.3956	169
10	6	1	1.5	2	3	45.7122	170
10	6	1	1.5	2	3	42.333	171
10	6	1	1.5	2	3	55.9856	172
10	6	1	1.5	2	3	52.9449	173
10	6	1	1	2	2	55.2409	174
10	6	1	1	2	2	53.3351	175
10	6	0.5	1	1	2	52.8021	176
10	6	0.5	1	1	2	54.7458	177
10	7	0.5	1	1	2	54.5849	178
11	7	0.5	1	1	2	55.8339	179
11	7	0.5	1	1	2	55.7675	180
11	7	0.5	1	1	2	50.3611	181
11	7	0.5	0.5	1	1	56.5234	182
11	7	0.5	0.5	1	1	58.3234	183
11	7	0	0	0	0	47.1624	184
11	7	0	0	0	0	60.0781	185
11	6	0	0	0	0	57.0997	186
11	6	0	0	0	0	57.9206	187
11	12	0	0	0	0	58.1823	188
11	12	0	0	0	0	71.967	189
10	12	0	0	0	0	59.2738	190
10	13	0	0	0	0	59.5815	191
10	13	0	0	0	0	57.3423	192
10	14	0	0	0	0	58.9148	193
10	14	0	0	0	0	61.3066	194
9	13	0	0	0	0	60.3252	195
8	13	0	0	0	0	56.7677	196
7	13	0	0	0	0	61.8731	197
7	13	0	0	0	0	68.2767	198
7	12	0	0	0	0	67.1108	199
7	13	0	0	0	0	68.0806	200
7	13	0	0	0	0	60.8434	201
5	12	0	0	0	0	57.1202	202
5	12	0	0	0	0	50.8781	203
5	12	0	0	0	0	55.1375	204
6	12	0	0	0	0	58.0015	205
7	13	0	0	0	0	64.0396	206
7	13	0	0	0	0	60.8925	207
7	13	0	0	0	0	65.7698	208
7	12	0	0	0	0	59.4896	209
7	12	0	0	0	0	59.1001	210
8	12	0	0	0	0	61.1352	211
7	12	0	0	0	0	66.2925	212
7	13	0	0	0	0	66.73	213
7	13	0.5	0	1	0	67.9507	214
7	13	0.5	0	1	0	62.5427	215
7	13	0.5	0	1	0	68.5917	216
7	13	0.5	0	1	0	60.041	217
7	13	0.5	0	1	0	71.2473	218
7	13	0.5	0	1	0	70.7256	219
7	13	0.5	0	1	0	68.9163	220
6	13	0.5	0	1	0	62.9422	221
6	13	0.5	0	1	0	53.9	222
6	13	0.5	0	1	0	67.6343	223
6	13	0.5	0	1	0	67.9142	224
6	14	0.5	0	1	0	66.6033	225
6	14	0.5	0	1	0	56.6299	226
6	16	0.5	0	1	0	72.0549	227
6	16	0.5	0	1	0	70.2275	228
6	16	0.5	0	1	0	70.2336	229
6	16	0.5	0	1	0	75.5919	230
6	16	0.5	0	1	0	80.5225	231
6	16	0.5	0	1	0	65.5733	232
6	16	0.5	0	1	0	80.1477	233
6	16	0.5	0	1	0	69.3512	234
6	16	0.5	0	1	0	80.3551	235
6	16	0.5	0	1	0	80.7556	236
6	16	0.5	0	1	0	80.2682	237
6	16	0.5	0	1	0	65.0583	238
6	15	0.5	0	1	0	72.4061	239
6	15	0.5	0	1	0	63.2975	240
6	15	0.5	0	1	0	75.9413	241
7	15	0.5	0	1	0	70.2126	242
7	15	0.5	0	1	0	76.2084	243
6	15	0.5	0	1	0	71.1306	244
