unique_top_cov	unique_bot_cov	redundant_top_cov	redundant_bot_cov	raw_redundant_top_cov	raw_redundant_bot_cov	e_value	position
1	0	0	0	0	0	nan	1
1	0	0	0	0	0	-4.85333	2
1	0	0	0	0	0	-4.85338	3
1	0	0	0	0	0	-4.85338	4
1	0	0	0	0	0	-4.85695	5
1	0	0	0	0	0	-4.85338	6
1	0	0	0	0	0	-4.85695	7
1	0	0	0	0	0	-4.85609	8
1	0	0	0	0	0	-5.19431	9
1	0	0	0	0	0	-4.85609	10
1	0	0	0	0	0	-4.86638	11
1	0	0	0	0	0	-4.85975	12
1	0	0	0	0	0	-4.85695	13
1	0	0	0	0	0	-5.39156	14
1	0	0	0	0	0	-4.85695	15
1	0	0	0	0	0	-4.86215	16
1	0	0	0	0	0	-5.19431	17
1	0	0	0	0	0	-4.87464	18
1	0	0	0	0	0	-5.19431	19
1	0	0	0	0	0	-4.86215	20
1	0	0	0	0	0	-4.86039	21
1	0	0	0	0	0	-4.86215	22
1	0	0	0	0	0	-4.93967	23
2	4	0.5	1	1	2	-4.86215	24
4	5	1.5	1.5	3	3	5.66887	25
4	5	1.5	1.5	3	3	7.00401	26
4	5	1.5	1.5	3	3	8.21455	27
4	6	1.5	1.5	3	3	8.62515	28
4	6	1.5	2	3	4	8.83489	29
5	6	1.5	2	3	4	9.29196	30
7	7	1.83333	2	4	4	6.49717	31
7	7	1.83333	2	4	4	9.60765	32
7	7	1.83333	2	4	4	8.838	33
7	7	1.83333	2	4	4	9.51507	34
7	7	1.83333	2	4	4	8.98978	35
7	7	1.83333	2	4	4	6.02562	36
8	7	1.83333	2	4	4	14.7032	37
8	7	1.83333	2	4	4	16.0521	38
8	7	1.83333	2	4	4	13.6148	39
8	7	1.83333	2	4	4	29.2254	40
8	7	1.83333	2	4	4	30.7018	41
8	12	1.83333	2.33333	4	5	30.4923	42
12	14	2.16667	2.33333	5	5	40.6227	43
13	14	2.16667	2.33333	5	5	37.2169	44
13	14	2.16667	2.33333	5	5	21.063	45
13	15	2.16667	2.33333	5	5	42.1878	46
13	15	2.16667	2.33333	5	5	41.6028	47
13	15	2.16667	2.33333	5	5	40.6554	48
14	15	2.66667	2.33333	6	5	39.4518	49
14	15	2.66667	2.33333	6	5	43.5392	50
14	15	2.66667	2.33333	6	5	40.1197	51
14	15	2.66667	2.33333	6	5	41.3599	52
14	15	2.66667	2.33333	6	5	37.4421	53
14	15	2.66667	2.33333	6	5	19.4243	54
15	15	2.66667	2.33333	6	5	50.2931	55
15	15	2.66667	2.33333	6	5	53.9943	56
15	15	2.66667	2.33333	6	5	41.1872	57
15	16	2.66667	3.66667	6	8	63.1302	58
15	16	2.66667	3.66667	6	8	57.6839	59
15	17	2.66667	3.16667	6	7	55.5765	60
15	17	3.16667	3.16667	7	7	65.2411	61
15	17	3.16667	3.16667	7	7	66.8843	62
16	17	3.16667	3.16667	7	7	65.8846	63
16	17	3.16667	3.16667	7	7	70.5736	64
16	18	3.16667	3.16667	7	7	71.653	65
17	19	3.16667	3.16667	7	7	60.1135	66
17	18	3.16667	3.16667	7	7	68.4559	67
17	18	3.16667	3.16667	7	7	69.0784	68
18	17	2.66667	3.16667	6	7	65.1452	69
18	17	2.66667	3.16667	6	7	66.9738	70
18	16	2.66667	3.16667	6	7	60.9726	71
17	15	2.66667	2.66667	6	6	43.9151	72
16	15	2.66667	2.66667	6	6	58.4856	73
16	15	2.16667	2.66667	5	6	61.8223	74
16	15	2.16667	2.66667	5	6	38.4666	75
17	15	2.16667	2.66667	5	6	61.0058	76
16	15	2.16667	2.66667	5	6	54.0438	77
15	15	2.16667	2.66667	5	6	49.6258	78
16	16	2.16667	2.66667	5	6	55.5532	79
17	16	2.16667	2.66667	5	6	63.7118	80
17	16	2.16667	2.66667	5	6	59.1907	81
16	16	2.16667	2.66667	5	6	65.5722	82
16	16	2.16667	2.66667	5	6	59.9815	83
14	16	1.5	2.33333	3	5	47.4658	84
16	16	1.5	2.33333	3	5	57.5601	85
16	16	1.5	2.33333	3	5	64.0083	86
14	15	0.5	2.33333	1	5	63.0578	87
14	15	0.5	2.33333	1	5	64.6465	88
14	15	0.5	2.33333	1	5	52.2848	89
14	13	0.5	2.33333	1	5	47.5127	90
14	12	0.5	2.33333	1	5	54.675	91
14	12	0.5	2.33333	1	5	58.4824	92
14	11	0.5	2	1	4	54.6743	93
14	11	0.5	2	1	4	27.3283	94
14	11	0.5	2	1	4	20.181	95
14	12	0.5	1	1	2	20.9301	96
15	12	0.5	1	1	2	25.091	97
15	11	0.5	1	1	2	28.2583	98
15	11	0.5	0.5	1	1	27.0224	99
15	11	0.5	0.5	1	1	26.6355	100
15	10	0.5	0.5	1	1	26.9183	101
14	10	0.5	0.5	1	1	28.4276	102
15	11	0.5	0.5	1	1	27.6932	103
16	11	0.5	0.5	1	1	29.1472	104
15	11	0.5	0.5	1	1	27.6932	105
16	12	0.5	0.5	1	1	29.1993	106
17	11	0.5	0.5	1	1	23.3715	107
17	12	0.5	0	1	0	23.0808	108
15	12	0.5	0	1	0	23.456	109
15	12	0	0	0	0	28.9144	110
15	12	0	0	0	0	25.0212	111
16	12	0	0	0	0	29.1541	112
15	12	0	0	0	0	27.655	113
14	12	0	0	0	0	29.1325	114
16	12	0	0	0	0	25.6171	115
17	12	0	0	0	0	28.9993	116
17	11	0	0	0	0	27.4914	117
17	12	0	0	0	0	28.541	118
17	12	0	0	0	0	23.3715	119
16	12	0	0	0	0	24.0243	120
16	12	0	0	0	0	21.831	121
16	12	0	0	0	0	28.4271	122
16	12	0	0	0	0	27.608	123
16	12	0	0	0	0	28.6802	124
16	12	0	0	0	0	23.3715	125
18	12	0	0	0	0	24.9654	126
19	12	0	0	0	0	24.4227	127
19	12	0	0	0	0	27.061	128
20	10	0	0	0	0	27.6062	129
20	10	0	0	0	0	29.0909	130
20	10	0	0	0	0	22.8824	131
20	11	0	0	0	0	37.0738	132
20	11	0	0	0	0	39.0924	133
20	11	0	0	0	0	40.7409	134
21	11	0	0	0	0	39.1241	135
21	11	0	0	0	0	40.7409	136
21	11	0	0	0	0	36.2174	137
21	12	0	0	0	0	100.414	138
21	12	0	0	0	0	117.531	139
21	12	0	0	0	0	108.783	140
21	13	0	0	0	0	111.941	141
21	13	0	0	0	0	114.593	142
21	14	0	0	0	0	120.592	143
21	14	0	0	0	0	111.078	144
