unique_top_cov	unique_bot_cov	redundant_top_cov	redundant_bot_cov	raw_redundant_top_cov	raw_redundant_bot_cov	e_value	position
3	1	0	0	0	0	nan	1
3	1	0	0	0	0	nan	2
3	1	0	0	0	0	nan	3
3	4	0	0	0	0	nan	4
4	4	0	0	0	0	17.4629	5
4	4	0	0	0	0	21.1314	6
4	4	0	0	0	0	18.9198	7
4	4	0	0	0	0	18.1471	8
4	4	0	0	0	0	21.5832	9
4	5	0	0	0	0	18.2532	10
5	6	0	0	0	0	15.2065	11
5	7	0	0	0	0	23.7087	12
5	7	0	0	0	0	33.0783	13
5	7	0	0	0	0	35.9417	14
5	7	0	0	0	0	34.4136	15
5	7	0	0	0	0	30.1345	16
5	7	0	0	0	0	35.575	17
5	7	0	0	0	0	34.2814	18
5	7	0	0	0	0	37.8465	19
5	7	0	0	0	0	35.2099	20
6	7	0	0.333333	0	1	36.8147	21
6	7	0	0.333333	0	1	41.5247	22
7	9	0	0.666667	0	2	41.4539	23
7	9	0	0.666667	0	2	41.4539	24
7	10	0	0.666667	0	2	37.0678	25
8	10	0	0.666667	0	2	31.7354	26
8	10	0	0.666667	0	2	52.282	27
9	10	0	0.666667	0	2	53.7351	28
10	10	0	0.666667	0	2	53.0467	29
10	10	0	0.666667	0	2	58.4201	30
11	10	0	0.666667	0	2	58.7766	31
11	10	0	0.666667	0	2	72.1085	32
12	10	0	0.666667	0	2	74.3382	33
12	10	0	0.666667	0	2	71.4284	34
14	11	0	0.666667	0	2	62.5097	35
15	11	0	0.666667	0	2	73.2608	36
15	11	0	0.666667	0	2	84.7694	37
16	11	0	0.666667	0	2	82.1998	38
16	11	0	0.666667	0	2	87.3061	39
16	12	0	0.666667	0	2	81.9062	40
16	12	0	0.666667	0	2	87.2102	41
18	14	0	0.666667	0	2	90.7198	42
18	14	0	0.666667	0	2	92.6395	43
18	14	0	0.666667	0	2	98.8661	44
18	14	0	0.666667	0	2	113.088	45
18	14	0	0.666667	0	2	111.825	46
18	14	0	0.666667	0	2	110.616	47
18	14	0	0.666667	0	2	110.236	48
19	14	0	0.666667	0	2	107.434	49
20	14	0	0.666667	0	2	116.854	50
20	14	0	0.666667	0	2	104.719	51
20	14	0	0.666667	0	2	120.047	52
20	14	0	0.666667	0	2	109.053	53
20	14	0	0.666667	0	2	124.607	54
20	14	0	0.666667	0	2	119.148	55
20	14	0	0.666667	0	2	121.475	56
20	14	0	0.666667	0	2	116.622	57
20	14	0	0.666667	0	2	113.597	58
20	14	0	0.666667	0	2	115.696	59
20	14	0	0.666667	0	2	124.668	60
20	14	0	0.666667	0	2	104.849	61
21	14	0	0.666667	0	2	109.176	62
22	14	0	0.666667	0	2	128.446	63
22	14	0	0.666667	0	2	120.134	64
22	14	0	0.666667	0	2	121.977	65
22	14	0	0.666667	0	2	121.193	66
22	14	0	0.333333	0	1	128.003	67
23	14	0	0.333333	0	1	127.758	68
24	14	0	0.333333	0	1	124.793	69
24	14	0	0.333333	0	1	132.198	70
24	15	0	0	0	0	126.386	71
24	16	0	0	0	0	127.234	72
24	16	0	0	0	0	139.27	73
24	16	0	0	0	0	142.069	74
24	17	0	0	0	0	130.026	75
24	17	0	0	0	0	141.595	76
25	17	0	0	0	0	121.488	77
25	17	0	0	0	0	139.232	78
26	17	0	0	0	0	144.443	79
25	17	0	0	0	0	122.454	80
27	17	0	0	0	0	138.163	81
27	17	0	0	0	0	142.855	82
27	17	0	0	0	0	153.009	83
27	17	0	0	0	0	151.847	84
28	17	0	0	0	0	149.989	85
27	17	0	0	0	0	143.557	86
27	17	0	0	0	0	141.169	87
28	17	0	0	0	0	161.224	88
29	16	0	0	0	0	156.36	89
29	16	0	0	0	0	146.772	90
29	16	0	0	0	0	141.137	91
29	16	0	0	0	0	155.514	92
29	16	0	0	0	0	141.978	93
30	16	0	0	0	0	149.859	94
30	16	0	0	0	0	146.299	95
31	16	0	0	0	0	153.145	96
31	16	0	0	0	0	152.808	97
31	15	0	0	0	0	154.938	98
31	16	0	0	0	0	143.514	99
31	15	0	0	0	0	151.209	100
31	15	0	0	0	0	159.845	101
31	15	0	0	0	0	142.295	102
31	16	0	0	0	0	134.15	103
31	19	0	0	0	0	163.219	104
31	20	0	0	0	0	158.446	105
31	20	0	0	0	0	162.425	106
32	20	0	0	0	0	165.163	107
32	20	0	0	0	0	168.783	108
32	20	0	0	0	0	182.803	109
32	20	0	0	0	0	183.15	110
33	20	0	0	0	0	178.277	111
33	20	0	0	0	0	189.97	112
33	20	0	0	0	0	179.162	113
33	21	0	0	0	0	184.452	114
33	20	0	0	0	0	160.359	115
31	20	0	0	0	0	170.165	116
32	22	0	0	0	0	177.199	117
34	23	0	0	0	0	178.563	118
34	24	0	0	0	0	174.229	119
34	24	0	0	0	0	183.786	120
34	24	0	0	0	0	180.88	121
34	24	0	0	0	0	190.814	122
31	24	0	0	0	0	186.076	123
31	24	0	0	0	0	181.694	124
31	24	0	0	0	0	176.237	125
30	24	0	0	0	0	183.275	126
30	24	0	0	0	0	177.896	127
28	26	0	0	0	0	194.524	128
28	27	0	0	0	0	191.882	129
28	26	0	0	0	0	190.256	130
28	26	0	0	0	0	181.207	131
28	26	0	0	0	0	189.573	132
29	26	0	0	0	0	193.722	133
29	26	0	0	0	0	182.255	134
29	27	0	0	0	0	182.403	135
29	28	0	0	0	0	198.467	136
28	28	0	0	0	0	197.433	137
29	29	0	0	0	0	189.194	138
29	29	0	0	0	0	193.06	139
29	28	0	0	0	0	191.407	140
29	28	0	0	0	0	200.676	141
29	27	0	0	0	0	200.082	142
31	27	0	0	0	0	202.214	143
32	27	0	0	0	0	210.149	144
32	27	0	0	0	0	197.209	145
32	27	0	0	0	0	200.542	146
33	27	0	0	0	0	204.992	147
33	27	0	0	0	0	195.097	148
34	27	0	0	0	0	202.142	149
35	27	0	0	0	0	211.104	150
35	26	0	0	0	0	206.396	151
37	26	0	0	0	0	216.701	152
38	26	0	0	0	0	218.471	153
38	26	0	0	0	0	208.124	154
39	28	0	0	0	0	215.239	155
39	28	0	0	0	0	201.624	156
41	28	0	0	0	0	196.955	157
41	28	0	0	0	0	205.826	158
40	28	0	0	0	0	206.814	159
40	29	0	0	0	0	216.459	160
39	28	0	0	0	0	209.632	161
37	27	0	0	0	0	213.194	162
38	27	0	0	0	0	214.375	163
37	27	0	0	0	0	204.808	164
37	27	0	0	0	0	218.077	165
37	27	0	0	0	0	218.343	166
39	27	0	0	0	0	228.525	167
38	27	0	0	0	0	218.833	168
38	27	0	0	0	0	238.26	169
39	27	0	0	0	0	222.343	170
38	27	0	0	0	0	211.609	171
36	28	0	0	0	0	209.471	172
36	28	0	0	0	0	217.963	173
36	28	0	0	0	0	217.201	174
36	28	0	0	0	0	229.087	175
36	27	0	0	0	0	204.838	176
37	26	0	0	0	0	211.812	177
37	26	0	0	0	0	213.136	178
36	26	0	0	0	0	216.947	179
36	26	0	0	0	0	205.532	180
34	26	0	0	0	0	195.469	181
34	26	0	0	0	0	218.255	182
36	26	0	0	0	0	221.196	183
36	26	0	0	0	0	223.005	184
36	28	0	0	0	0	207.726	185
36	28	0	0	0	0	217.227	186
36	28	0	0	0	0	235.152	187
36	28	0	0	0	0	215.264	188
37	28	0	0	0	0	228.422	189
37	28	0	0	0	0	217.815	190
37	31	0	0	0	0	236.629	191
36	30	0	0	0	0	217.473	192
36	30	0	0	0	0	219.751	193
36	30	0	0	0	0	242.792	194
36	30	0	0	0	0	237.991	195
36	30	0	0	0	0	238.078	196
36	30	0	0	0	0	239.551	197
36	30	0	0	0	0	234.103	198
35	30	0	0	0	0	224.706	199
34	29	0	0	0	0	228.67	200
34	29	0	0	0	0	216.8	201
34	29	0	0	0	0	220.885	202
34	29	0	0	0	0	223.17	203
35	29	0	0	0	0	216.823	204
35	29	0	0	0	0	224.479	205
35	29	0	0	0	0	223.529	206
35	28	0	0	0	0	222.745	207
35	27	0	0	0	0	226.818	208
35	27	0	0	0	0	228.795	209
35	27	0	0	0	0	231.56	210
35	27	0	0	0	0	218.353	211
34	27	0	0	0	0	211.781	212
34	27	0	0	0	0	222.426	213
34	27	0	0	0	0	220.793	214
34	27	0	0	0	0	206.684	215
34	27	0	0	0	0	211.948	216
34	27	0	0	0	0	220.427	217
34	28	0	0	0	0	221.403	218
35	28	0	0	0	0	188.097	219
35	27	0	0	0	0	203.539	220
35	26	0	0	0	0	197.063	221
35	24	0	0	0	0	208.94	222
35	24	0	0	0	0	222.277	223
34	24	0	0	0	0	204.315	224
34	25	0	0	0	0	199.988	225
34	25	0	0	0	0	192.688	226
33	31	0	0	0	0	214.426	227
33	31	0	0	0	0	208.208	228
33	31	0	0	0	0	199.445	229
33	32	0	0	0	0	200.191	230
33	32	0	0	0	0	197.891	231
33	35	0	0	0	0	202.159	232
33	36	0	0	0	0	218.645	233
28	36	0	0	0	0	207.597	234
28	36	0	0	0	0	221.469	235
25	35	0	0	0	0	203.449	236
25	35	0	0	0	0	208.98	237
25	35	0	0	0	0	212.495	238
24	35	0	0	0	0	183.086	239
24	35	0	0	0	0	201.371	240
22	34	0	0	0	0	185.147	241
23	34	0	0	0	0	191.324	242
23	34	0	0	0	0	186.93	243
24	33	0	0	0	0	198.215	244
26	33	0	0	0	0	182.687	245
26	33	0	0	0	0	185.172	246
26	33	0	0	0	0	187.072	247
27	33	0	0	0	0	197.974	248
27	33	0	0	0	0	198.067	249
25	33	0	0	0	0	197.78	250
26	33	0	0	0	0	183.234	251
26	33	0	0	0	0	192.895	252
27	33	0	0	0	0	204.942	253
27	30	0	0	0	0	204.122	254
28	29	0	0	0	0	193.045	255
28	29	0	0	0	0	155.988	256
28	29	0	0	0	0	205.428	257
28	29	0	0	0	0	189.65	258
29	29	0	0	0	0	203.435	259
29	29	0	0	0	0	201.524	260
29	29	0	0	0	0	193.576	261
29	29	0	0	0	0	190.031	262
28	29	0	0	0	0	167.782	263
