unique_top_cov	unique_bot_cov	redundant_top_cov	redundant_bot_cov	raw_redundant_top_cov	raw_redundant_bot_cov	e_value	position
3	1	0	0	0	0	nan	1
3	1	0	0	0	0	5.10038	2
3	1	0	0	0	0	7.72916	3
3	1	0	0	0	0	6.90743	4
3	1	0	0	0	0	6.57997	5
3	1	0	0	0	0	4.63044	6
3	1	0	0	0	0	2.44348	7
3	1	0	0	0	0	6.2635	8
3	1	0	0	0	0	5.89537	9
4	1	0	0	0	0	7.24436	10
4	1	0	0	0	0	9.52815	11
4	1	0	0	0	0	8.69327	12
4	1	0	0	0	0	7.19666	13
4	1	0	0.333333	0	1	10.3667	14
4	3	0	0.666667	0	2	10.4574	15
4	4	0	0.666667	0	2	17.4718	16
4	4	0	0.666667	0	2	18.3827	17
4	4	0	0.666667	0	2	18.1464	18
4	4	0	0.666667	0	2	18.7086	19
4	4	0	0.666667	0	2	21.2851	20
5	4	0.333333	0.666667	1	2	22.1859	21
5	4	0.333333	0.666667	1	2	23.2214	22
6	4	0.666667	0.666667	2	2	26.1812	23
6	4	0.666667	0.666667	2	2	28.9639	24
6	4	0.666667	0.666667	2	2	29.4582	25
6	4	1	0.666667	3	2	24.6598	26
6	4	1	0.666667	3	2	30.7256	27
6	4	1	0.666667	3	2	29.6654	28
6	4	1	0.666667	3	2	25.614	29
6	4	1	0.666667	3	2	29.8947	30
6	4	1	0.666667	3	2	25.0903	31
6	4	1	0.666667	3	2	27.1149	32
6	4	1	0.666667	3	2	26.9614	33
6	5	1	0.666667	3	2	27.7785	34
6	5	1	0.666667	3	2	35.262	35
6	5	1	0.666667	3	2	26.2824	36
6	5	1	0.666667	3	2	25.3002	37
6	5	1	0.666667	3	2	33.4422	38
6	5	1	0.666667	3	2	28.323	39
6	5	1	0.666667	3	2	33.3052	40
6	6	1	0.666667	3	2	28.0066	41
6	6	1	0.666667	3	2	35.7936	42
6	6	1	0.666667	3	2	33.5002	43
6	6	1	0.666667	3	2	34.1219	44
6	6	1	0.666667	3	2	37.7046	45
7	6	1	0.666667	3	2	34.9447	46
7	6	1	0.666667	3	2	42.6501	47
7	6	1	0.666667	3	2	40.6757	48
8	6	1	0.666667	3	2	39.5411	49
8	7	1	0.333333	3	1	40.5351	50
8	10	1	0.333333	3	1	42.1694	51
8	11	1	0.333333	3	1	48.3118	52
8	11	1	0.333333	3	1	49.051	53
8	11	1	0.333333	3	1	57.0781	54
8	11	1	0.333333	3	1	60.8652	55
8	11	1	0.333333	3	1	64.2864	56
9	11	1	0.333333	3	1	60.3538	57
9	11	0.666667	0.333333	2	1	61.4954	58
10	11	0.666667	0.333333	2	1	63.6476	59
10	12	0.666667	0.333333	2	1	73.9984	60
10	12	0.666667	0.333333	2	1	68.1137	61
10	13	0.666667	0.333333	2	1	74.5952	62
10	13	0.666667	0.333333	2	1	68.8086	63
10	13	0.666667	0	2	0	64.0078	64
11	13	0.666667	0	2	0	70.7443	65
11	13	0.666667	0	2	0	74.2931	66
11	13	0.666667	0	2	0	67.1024	67
12	13	0.333333	0	1	0	73.545	68
13	13	0.333333	0	1	0	70.9652	69
13	13	0.333333	0	1	0	68.3421	70
13	13	0.333333	0	1	0	71.8814	71
13	14	0.333333	0	1	0	82.2903	72
13	15	0.333333	0	1	0	96.9909	73
13	15	0.333333	0	1	0	83.4285	74
13	15	0.333333	0	1	0	88.6706	75
13	15	0.333333	0	1	0	95.1316	76
13	15	0	0	0	0	85.6336	77
13	15	0	0	0	0	83.1202	78
13	15	0	0	0	0	93.7752	79
14	17	0	0	0	0	91.7418	80
14	17	0	0	0	0	89.4746	81
14	17	0	0	0	0	87.9285	82
14	17	0	0	0	0	90.9845	83
13	17	0	0	0	0	91.1198	84
13	17	0	0	0	0	95.1317	85
13	17	0	0	0	0	100.197	86
13	17	0	0	0	0	106.387	87
13	17	0	0	0	0	104.475	88
13	17	0	0	0	0	105.197	89
13	17	0	0	0	0	102.995	90
13	17	0	0	0	0	97.456	91
14	17	0	0	0	0	105.049	92
14	17	0	0	0	0	102.803	93
13	17	0	0	0	0	106.459	94
13	18	0	0	0	0	101.482	95
12	18	0	0	0	0	104.375	96
12	18	0	0	0	0	102.125	97
12	17	0	0	0	0	95.2129	98
12	16	0	0	0	0	92.7789	99
12	18	0	0	0	0	92.1002	100
12	19	0	0	0	0	108.906	101
12	19	0	0	0	0	111.816	102
13	19	0	0	0	0	106.687	103
13	19	0	0	0	0	104.638	104
13	19	0	0	0	0	108.109	105
13	19	0	0	0	0	117.974	106
13	19	0	0	0	0	99.4112	107
13	19	0	0	0	0	109.64	108
12	19	0	0	0	0	105.248	109
11	19	0	0	0	0	102.172	110
11	19	0	0	0	0	107.078	111
11	18	0	0	0	0	93.6412	112
11	19	0	0	0	0	102.731	113
11	19	0	0	0	0	99.6642	114
11	19	0	0	0	0	107.656	115
11	19	0	0	0	0	105.277	116
11	19	0	0	0	0	105.339	117
11	19	0	0	0	0	105.209	118
11	19	0	0	0	0	103.724	119
11	19	0	0	0	0	98.038	120
11	19	0	0	0	0	103.026	121
10	19	0	0	0	0	106.864	122
10	19	0	0	0	0	89.9669	123
10	18	0	0	0	0	89.2682	124
10	18	0	0	0	0	102.469	125
10	19	0	0	0	0	95.0175	126
10	19	0	0	0	0	94.1146	127
11	19	0	0	0	0	100.902	128
11	19	0	0	0	0	107.282	129
11	19	0	0	0	0	103.309	130
11	19	0	0	0	0	106.491	131
11	19	0	0	0	0	103.768	132
11	19	0	0	0	0	101.534	133
11	20	0	0	0	0	102.126	134
11	20	0	0	0	0	109.644	135
11	21	0	0	0	0	100.676	136
11	23	0	0	0	0	106.944	137
11	23	0	0	0	0	116.758	138
11	23	0	0	0	0	114.356	139
11	22	0	0	0	0	109.996	140
11	22	0	0	0	0	111.834	141
11	22	0	0	0	0	118.599	142
11	22	0	0	0	0	118.197	143
11	22	0	0	0	0	115.996	144
12	23	0	0	0	0	97.6669	145
11	23	0	0	0	0	103.666	146
11	22	0	0	0	0	115.962	147
