unique_top_cov	unique_bot_cov	redundant_top_cov	redundant_bot_cov	raw_redundant_top_cov	raw_redundant_bot_cov	e_value	position
1	0	0.142857	0	1	0	nan	1
1	0	0.142857	0	1	0	nan	2
1	0	0.142857	0	1	0	nan	3
2	0	0.285714	0	2	0	nan	4
3	0	0.428571	0	3	0	nan	5
3	0	0.428571	0	3	0	nan	6
3	0	0.428571	0	3	0	-3.00506	7
3	0	0.428571	0.142857	3	1	2.12948	8
3	0	0.428571	0.142857	3	1	3.75714	9
4	0	0.428571	0.142857	3	1	4.12961	10
5	0	0.571429	0.142857	4	1	7.87954	11
5	0	0.571429	0.142857	4	1	8.1134	12
5	0	0.571429	0.142857	4	1	6.24672	13
5	0	0.571429	0.142857	4	1	6.87951	14
5	0	0.571429	0.142857	4	1	10.45	15
6	0	0.571429	0.142857	4	1	12.0182	16
6	0	0.571429	0.142857	4	1	6.77592	17
6	0	0.571429	0.142857	4	1	11.0615	18
6	0	0.571429	0.142857	4	1	12.7284	19
6	0	0.571429	0.142857	4	1	8.7108	20
6	0	0.571429	0.142857	4	1	12.6392	21
6	0	0.571429	0.142857	4	1	16.628	22
6	0	0.571429	0.142857	4	1	16.5382	23
7	0	0.571429	0.142857	4	1	12.9832	24
7	0	0.571429	0.285714	4	2	14.0089	25
8	0	0.714286	0.285714	5	2	20.461	26
8	0	0.714286	0.285714	5	2	20.1584	27
8	0	0.714286	0.285714	5	2	17.6492	28
8	0	0.714286	0.285714	5	2	20.8053	29
8	0	0.714286	0.285714	5	2	21.0761	30
8	0	0.714286	0.285714	5	2	17.1468	31
8	0	0.714286	0.285714	5	2	21.4995	32
8	0	0.714286	0.285714	5	2	20.4724	33
8	0	0.714286	0.285714	5	2	22.3055	34
8	0	0.714286	0.285714	5	2	21.4029	35
8	0	0.714286	0.285714	5	2	20.7873	36
8	0	0.714286	0.285714	5	2	20.7873	37
8	0	0.714286	0.285714	5	2	20.0023	38
8	0	0.714286	0.285714	5	2	23.6703	39
8	0	0.714286	0.285714	5	2	23.6703	40
9	0	0.714286	0.285714	5	2	19.9447	41
10	0	0.714286	0.285714	5	2	25.8646	42
10	0	0.714286	0.285714	5	2	21.3532	43
10	1	0.714286	0.285714	5	2	27.838	44
10	1	0.714286	0.285714	5	2	30.7916	45
12	2	0.714286	0.285714	5	2	31.532	46
12	2	0.714286	0.285714	5	2	34.8585	47
12	2	0.714286	0.285714	5	2	26.4377	48
12	2	0.714286	0.285714	5	2	30.5201	49
12	2	0.714286	0.142857	5	1	32.3598	50
13	3	0.714286	0.142857	5	1	32.5543	51
13	3	0.714286	0.142857	5	1	51.0631	52
13	3	0.571429	0.142857	4	1	47.8715	53
13	3	0.571429	0.142857	4	1	49.2736	54
13	3	0.428571	0.142857	3	1	43.5093	55
13	3	0.428571	0.142857	3	1	55.826	56
13	3	0.428571	0.142857	3	1	57.0511	57
13	3	0.428571	0.142857	3	1	51.7139	58
14	4	0.428571	0.142857	3	1	50.0771	59
14	4	0.428571	0.142857	3	1	50.571	60
14	4	0.428571	0.142857	3	1	60.3125	61
14	4	0.428571	0.142857	3	1	59.259	62
14	4	0.428571	0.142857	3	1	56.3417	63
14	4	0.285714	0.142857	2	1	53.7176	64
